Name,NPC,Rarity,Source,img URL,#
Visindy's Artifact Skin,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/763-jyosEvbuBH-visindys-artifact-skin.png,763
Visindy's Chiffon Robes,Visindy,Common,Silvie's Mine,https://dappervolk.com/img/items/0/764-g4HaRqFwaa-visindys-chiffon-robes.png,764
Visindy's Dreaming Eyes,Visindy,Common,Silvie's Mine,https://dappervolk.com/img/items/0/765-JHYnx3bzLw-visindys-dreaming-eyes.png,765
Visindy's Dreaming Mirage Eyes,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/766-uFc1e2Sr8j-visindys-dreaming-mirage-eyes.png,766
Visindy's Emerald Boots,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/767-UuO0PG0E9o-visindys-emerald-boots.png,767
Visindy's Emerald Chiffon Robes,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/768-Kgfj7MCBki-visindys-emerald-chiffon-robes.png,768
Visindy's Emerald Dreaming Eyes,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/769-R0u4aOAKoY-visindys-emerald-dreaming-eyes.png,769
Visindy's Emerald Hair Spikes,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/770-KC89MrzBYb-visindys-emerald-hair-spikes.png,770
Visindy's Emerald Lips,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/771-mli3CaYWPT-visindys-emerald-lips.png,771
Visindy's Emerald Scarf,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/772-uvr5uwWGqC-visindys-emerald-scarf.png,772
Visindy's Emerald Stalagmites,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/773-oDDoiOsMdl-visindys-emerald-stalagmites.png,773
Visindy's Hair Spikes,Visindy,Common,Silvie's Mine,https://dappervolk.com/img/items/0/774-GmrVglopJ7-visindys-hair-spikes.png,774
Visindy's Lips,Visindy,Common,Silvie's Mine,https://dappervolk.com/img/items/0/775-W72VoRkCyY-visindys-lips.png,775
Visindy's Mirage Boots,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/776-qOyEsnujt3-visindys-mirage-boots.png,776
Visindy's Mirage Hair Spikes,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/777-8se33Vilfd-visindys-mirage-hair-spikes.png,777
Visindy's Mirage Scarf,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/778-8daL54rEpe-visindys-mirage-scarf.png,778
Visindy's Mirage Stalagmites,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/779-3TF3dcPH7H-visindys-mirage-stalagmites.png,779
Visindy's Pearlescent Chiffon Robes,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/780-A7LeFoA4U0-visindys-pearlescent-chiffon-robes.png,780
Visindy's Rose Lips,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/781-S3O9rGZqVR-visindys-rose-lips.png,781
Visindy's Silver Skin,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/782-lwJIVUSSYR-visindys-silver-skin.png,782
Visindy's Skin,Visindy,Common,Silvie's Mine,https://dappervolk.com/img/items/0/783-GajRaNrkyf-visindys-skin.png,783
Visindy's Stalagmites,Visindy,Common,Silvie's Mine,https://dappervolk.com/img/items/0/784-LuAvd133jc-visindys-stalagmites.png,784
Visindy's Swirling Hair,Visindy,Common,Silvie's Mine,https://dappervolk.com/img/items/0/785-l6aE2MXXdb-visindys-swirling-hair.png,785
Visindy's Swirling Mirage Hair,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/786-u1onqMFgxb-visindys-swirling-mirage-hair.png,786
Visindy's Swirling Silver Hair,Visindy,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/787-pJxTbvS84c-visindys-swirling-silver-hair.png,787
Visindy's Topaz Boots,Visindy,Common,Silvie's Mine,https://dappervolk.com/img/items/0/788-mZVMSFh9e2-visindys-topaz-boots.png,788
Visindy's Topaz Scarf,Visindy,Common,Silvie's Mine,https://dappervolk.com/img/items/0/789-8kDo4w8g54-visindys-topaz-scarf.png,789
Worn Thomas Replica,Thomas&Pascal,Uncommon,Silvie's Mine,https://dappervolk.com/img/items/0/790-CMVveITWjR-worn-thomas-replica.png,790
Blue Snail Friends,n/a,Uncommon,Alchemy - Recipe,https://dappervolk.com/img/items/0/818-wGzYjJMMci-blue-snail-friends.png,818
Pink Snail Friends,n/a,unknown,Alchemy - Recipe,https://dappervolk.com/img/items/0/819-RXF3vVSNbt-pink-snail-friends.png,819
Pink Snail Helm,n/a,unknown,Alchemy - Recipe,https://dappervolk.com/img/items/0/820-g1IZtiw3Md-pink-snail-helm.png,820
Blue Snail Helm,n/a,unknown,Alchemy - Recipe,https://dappervolk.com/img/items/0/821-TaJSSUXY7P-blue-snail-helm.png,821
Prismatic Star Gem,n/a,Seasonal,Adventuring,https://dappervolk.com/img/items/0/833-nssEiGL71q-prismatic-star-gem.png,833
Proud Snail Friends,n/a,Seasonal,Alchemy - Recipe,https://dappervolk.com/img/items/0/834-w9p63inFgd-proud-snail-friends.png,834
Spring Bloom,n/a,Seasonal,Event,https://dappervolk.com/img/items/0/855-50Yv7GMV0B-spring-bloom.png,855
Autumn Beard,n/a,Seasonal,Event,https://dappervolk.com/img/items/0/886-BKt4ZEva8N-autumn-beard.png,886
Autumn Witch Hat,n/a,Seasonal,Event,https://dappervolk.com/img/items/0/887-nr7Al8NLNv-autumn-witch-hat.png,887
Autumn Mane Hair,n/a,Seasonal,Event,https://dappervolk.com/img/items/0/888-i9z7CpuaNb-autumn-mane-hair.png,888
Autumn Rags,n/a,Seasonal,Event,https://dappervolk.com/img/items/0/889-9NqAXD228C-autumn-rags.png,889
Autumn Long Scarf,n/a,Seasonal,Event,https://dappervolk.com/img/items/0/890-5k8RCTIazR-autumn-long-scarf.png,890
Autumn Ponytail,n/a,Seasonal,Event,https://dappervolk.com/img/items/0/891-I4bP8bMSsy-autumn-ponytail.png,891
Tenacious Single Horn,n/a,Rare,Adventuring,https://dappervolk.com/img/items/0/892-yhBG02dV4b-tenacious-single-horn.png,892
Honourable Single Horn,n/a,Rare,Adventuring,https://dappervolk.com/img/items/0/893-LrD1bSR5sQ-honourable-single-horn.png,893
Charming Single Horn,n/a,Rare,Adventuring,https://dappervolk.com/img/items/0/894-UTpnjFJZ6J-charming-single-horn.png,894
Comprehensive Single Horn,n/a,Rare,Adventuring,https://dappervolk.com/img/items/0/895-dcITwPNeee-comprehensive-single-horn.png,895
3's Forest Gate,n/a,Rare,Adventuring,https://dappervolk.com/img/items/0/896-TuJngoFjRe-3s-forest-gate.png,896
Silvie's Mine Lamps,n/a,Rare,Adventuring,https://dappervolk.com/img/items/0/897-ivGwsDIMXT-silvies-mine-lamps.png,897
Tenacious Wings,n/a,Rare,Adventuring,https://dappervolk.com/img/items/0/898-ZOAMMghmJD-tenacious-wings.png,898
Honourable Wings,n/a,Rare,Adventuring,https://dappervolk.com/img/items/0/899-Ilyv15xAby-honourable-wings.png,899
Charming Wings,n/a,Rare,Adventuring,https://dappervolk.com/img/items/0/900-NdBlr2OVah-charming-wings.png,900
Comprehensive Wings,n/a,Rare,Adventuring,https://dappervolk.com/img/items/0/901-smYZOLOapS-comprehensive-wings.png,901
Aviar Air Courier Suit,n/a,Rare,Adventuring,https://dappervolk.com/img/items/0/902-9cMCaL8KAD-aviar-air-courier-suit.png,902
Tenacious Capelet,n/a,Rare,Adventuring,https://dappervolk.com/img/items/0/903-7eygRSocWe-tenacious-capelet.png,903
Honourable Capelet,n/a,Rare,Adventuring,https://dappervolk.com/img/items/0/904-A0dDb35YEZ-honourable-capelet.png,904
Charming Capelet,n/a,Rare,Adventuring,https://dappervolk.com/img/items/0/905-2FO7pkw7ME-charming-capelet.png,905
Comprehensive Capelet,n/a,Rare,Adventuring,https://dappervolk.com/img/items/0/906-GTMYJd0Iql-comprehensive-capelet.png,906
Celestial Cat,n/a,Limited,Event,https://dappervolk.com/img/items/0/907-mndYNyH9h1-celestial-cat.png,907
Celestial Pigtails,n/a,Limited,Event,https://dappervolk.com/img/items/0/908-zylNkcdOlq-celestial-pigtails.png,908
Celestial Cuirass,n/a,Limited,Event,https://dappervolk.com/img/items/0/909-GwTkuvQuB6-celestial-cuirass.png,909
Celestial Skirt,n/a,Limited,Event,https://dappervolk.com/img/items/0/910-p7zpzCO83O-celestial-skirt.png,910
Celestial Bob Hairstyle,n/a,Limited,Event,https://dappervolk.com/img/items/0/911-0ZQ51VF8zv-celestial-bob-hairstyle.png,911
Celestial Chestplate,n/a,Limited,Event,https://dappervolk.com/img/items/0/912-qZhp15FrcX-celestial-chestplate.png,912
Celestial Trousers,n/a,Limited,Event,https://dappervolk.com/img/items/0/913-5xcIBPAzsL-celestial-trousers.png,913
Draconic Cat,n/a,Limited,Event,https://dappervolk.com/img/items/0/914-2xSNBd3LQ8-draconic-cat.png,914
Draconic Pigtails,n/a,Limited,Event,https://dappervolk.com/img/items/0/915-9YAgWKhqJI-draconic-pigtails.png,915
Draconic Cuirass,n/a,Limited,Event,https://dappervolk.com/img/items/0/916-mFYyt9ILln-draconic-cuirass.png,916
Draconic Skirt,n/a,Limited,Event,https://dappervolk.com/img/items/0/917-kKUE4NNuSJ-draconic-skirt.png,917
Draconic Bob Hair,n/a,Limited,Event,https://dappervolk.com/img/items/0/918-3vdVL5XbI6-draconic-bob-hair.png,918
Draconic Chestplate,n/a,Limited,Event,https://dappervolk.com/img/items/0/919-LjrdLmIsFe-draconic-chestplate.png,919
Draconic Trousers,n/a,Limited,Event,https://dappervolk.com/img/items/0/920-0CwopuSN9N-draconic-trousers.png,920
Olievar's Seaboots,Olievar,Common,Vaer Reef,https://dappervolk.com/img/items/0/923-AXFwMTTyBj-olievars-seaboots.png,923
Olievar's Seagloves,Olievar,Common,Vaer Reef,https://dappervolk.com/img/items/0/924-IUUExJ4IzB-olievars-seagloves.png,924
Olievar's Hairstyle,Olievar,Common,Vaer Reef,https://dappervolk.com/img/items/0/925-M8Kr9IM47p-olievars-hairstyle.png,925
Olievar's Oxygen Helmet,Olievar,Common,Vaer Reef,https://dappervolk.com/img/items/0/926-X9fFzosH3J-olievars-oxygen-helmet.png,926
Olievar's Skin,Olievar,Common,Vaer Reef,https://dappervolk.com/img/items/0/927-wnUYrQEuXi-olievars-skin.png,927
Olievar's Seanaut Suit,Olievar,Common,Vaer Reef,https://dappervolk.com/img/items/0/928-Xjbibp3Ku6-olievars-seanaut-suit.png,928
Olievar's Iridescent Seaboots,Olievar,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/929-U0Vnc8i3FU-olievars-iridescent-seaboots.png,929
Olievar's Iridescent Seagloves,Olievar,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/930-67Dro0n3MQ-olievars-iridescent-seagloves.png,930
Olievar's Iridescent Hairstyle,Olievar,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/931-s1F0VTDkVb-olievars-iridescent-hairstyle.png,931
Olievar's Iridescent Oxygen Helmet,Olievar,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/932-7xIMyyqXQf-olievars-iridescent-oxygen-helmet.png,932
Olievar's Iridescent Skin,Olievar,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/933-Fm3gnjl1N1-olievars-iridescent-skin.png,933
Olievar's Iridescent Seanaut Suit,Olievar,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/934-4MqkLWAuCJ-olievars-iridescent-seanaut-suit.png,934
Olievar's Fluorescent Seaboots,Olievar,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/935-Hmrul3euDC-olievars-fluorescent-seaboots.png,935
Olievar's Fluorescent Seagloves,Olievar,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/936-0JC2oyBizw-olievars-fluorescent-seagloves.png,936
Olievar's Fluorescent Hairstyle,Olievar,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/937-R19EfINYr4-olievars-fluorescent-hairstyle.png,937
Olievar's Fluorescent Oxygen Helmet,Olievar,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/938-OPQubzvJOb-olievars-fluorescent-oxygen-helmet.png,938
Olievar's Fluorescent Skin,Olievar,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/939-rGDWSpyWql-olievars-fluorescent-skin.png,939
Olievar's Fluorescent Seanaut Suit,Olievar,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/940-OxFvaP09Ei-olievars-fluorescent-seanaut-suit.png,940
Clione's Growing Coral,Clione,Common,Vaer Reef,https://dappervolk.com/img/items/0/942-bQWh9L6O5K-cliones-growing-coral.png,942
Clione's Shell Earrings,Clione,Common,Vaer Reef,https://dappervolk.com/img/items/0/943-L1sBDVEcLO-cliones-shell-earrings.png,943
Clione's Consideration,Clione,Common,Vaer Reef,https://dappervolk.com/img/items/0/944-cHXrIR0Yy6-cliones-consideration.png,944
Clione's Hairstyle,Clione,Common,Vaer Reef,https://dappervolk.com/img/items/0/945-Vb4cJhFR0m-cliones-hairstyle.png,945
Clione's Shell Garland,Clione,Common,Vaer Reef,https://dappervolk.com/img/items/0/946-ViyJyOdXZ2-cliones-shell-garland.png,946
Clione's Lips,Clione,Common,Vaer Reef,https://dappervolk.com/img/items/0/947-KVG1m3hYq6-cliones-lips.png,947
Clione's Tail,Clione,Common,Vaer Reef,https://dappervolk.com/img/items/0/948-GotINm8I6o-cliones-tail.png,948
Clione's Camisole,Clione,Common,Vaer Reef,https://dappervolk.com/img/items/0/949-ubLeDujcvS-cliones-camisole.png,949
Clione's Algae Coral,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/950-vGNpscGWc2-cliones-algae-coral.png,950
Clione's Green Shell Earrings,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/951-7y4hraC7Lz-cliones-green-shell-earrings.png,951
Clione's Golden Consideration,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/952-EGGM69o8e2-cliones-golden-consideration.png,952
Clione's Golden Hairstyle,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/953-1jjqFBlBG5-cliones-golden-hairstyle.png,953
Clione's Gold Shell Garland,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/954-Q9NtU76zLg-cliones-gold-shell-garland.png,954
Clione's Golden Lips,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/955-ZnMHAcgjqe-cliones-golden-lips.png,955
Clione's Golden Tail,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/956-y6oK5JPcia-cliones-golden-tail.png,956
Clione's Golden Camisole,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/957-mPfWadtWS5-cliones-golden-camisole.png,957
Clione's Glowing Coral,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/958-LsNUlJYDlB-cliones-glowing-coral.png,958
Clione's Blue Shell Earrings,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/959-SifxUGn5si-cliones-blue-shell-earrings.png,959
Clione's Lilac Consideration,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/960-Q6U1tAVhF7-cliones-lilac-consideration.png,960
Clione's Ultraviolet Hairstyle,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/961-y3DpJyK9Xt-cliones-ultraviolet-hairstyle.png,961
Clione's Blue Shell Garland,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/962-DLZpxkoSd8-cliones-blue-shell-garland.png,962
Clione's Lavender Lips,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/963-seDsdXufmq-cliones-lavender-lips.png,963
Clione's Lilac Tail,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/964-ejaQ6f5CPL-cliones-lilac-tail.png,964
Clione's Ultraviolet Camisole,Clione,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/965-dmMj4wy09i-cliones-ultraviolet-camisole.png,965
Pyrifera's Medicine Bottles,Pyrifera,Common,Vaer Reef,https://dappervolk.com/img/items/0/966-xjKHFKec2S-pyriferas-medicine-bottles.png,966
Pyrifera's Hairstyle,Pyrifera,Common,Vaer Reef,https://dappervolk.com/img/items/0/968-Fem8oeNMfd-pyriferas-hairstyle.png,968
Pyrifera's Neck Ribbon,Pyrifera,Common,Vaer Reef,https://dappervolk.com/img/items/0/969-XXrRpTDLP1-pyriferas-neck-ribbon.png,969
Pyrifera's Portable Jar,Pyrifera,Common,Vaer Reef,https://dappervolk.com/img/items/0/970-M7wvezkWec-pyriferas-portable-jar.png,970
Pyrifera's Skin,Pyrifera,Common,Vaer Reef,https://dappervolk.com/img/items/0/971-iNWrlH4tWN-pyriferas-skin.png,971
Pyrifera's Kelp Skirt,Pyrifera,Common,Vaer Reef,https://dappervolk.com/img/items/0/972-mrmWcw7sPs-pyriferas-kelp-skirt.png,972
Pyrifera's Billow Sleeves,Pyrifera,Common,Vaer Reef,https://dappervolk.com/img/items/0/973-nxQyicLCWe-pyriferas-billow-sleeves.png,973
Pyrifera's Scaled Bodice,Pyrifera,Common,Vaer Reef,https://dappervolk.com/img/items/0/974-JQmooURkNP-pyriferas-scaled-bodice.png,974
Pyrifera's Glowing Medicine Bottles,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/975-OZ0jtGHtYX-pyriferas-glowing-medicine-bottles.png,975
Pyrifera's Glowing Blue Hairstyle,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/976-1pWX4uUp5s-pyriferas-glowing-blue-hairstyle.png,976
Pyrifera's White Neck Ribbon,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/977-C1AwEtnRqd-pyriferas-white-neck-ribbon.png,977
Pyrifera's Portable Glowing Jar,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/978-i04Q69qtM9-pyriferas-portable-glowing-jar.png,978
Pyrifera's Blue Skin,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/979-4DMy6vB2K0-pyriferas-blue-skin.png,979
Pyrifera's Blue Kelp Skirt,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/980-KnAjwVc6t7-pyriferas-blue-kelp-skirt.png,980
Pyrifera's Blue Billow Sleeves,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/981-Q8DKlLExjY-pyriferas-blue-billow-sleeves.png,981
Pyrifera's Blue Scaled Bodice,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/982-mFgaWYGMkC-pyriferas-blue-scaled-bodice.png,982
Pyrifera's Red Medicine Bottles,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/983-pi5OvPfZMH-pyriferas-red-medicine-bottles.png,983
Pyrifera's Red Hairstyle,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/984-bNnavwG4ae-pyriferas-red-hairstyle.png,984
Pyrifera's Ruddy Neck Ribbon,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/985-xu1u0sExMG-pyriferas-ruddy-neck-ribbon.png,985
Pyrifera's Portable Red Jar,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/986-KKxBvBkOlj-pyriferas-portable-red-jar.png,986
Pyrifera's Ruddy Skin,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/987-x6shg0hB1T-pyriferas-ruddy-skin.png,987
Pyrifera's Red Kelp Skirt,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/988-QQSLNSwRnm-pyriferas-red-kelp-skirt.png,988
Pyrifera's Burgundy Billow Sleeves,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/989-ggQA4UrKLk-pyriferas-burgundy-billow-sleeves.png,989
Pyrifera's Red Scaled Bodice,Pyrifera,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/990-sRRZ9bSbiU-pyriferas-red-scaled-bodice.png,990
Poe's Citizen Badge,Poe,Common,Vaer Reef,https://dappervolk.com/img/items/0/991-7WWcR8EHoe-poes-citizen-badge.png,991
Poe's Layered Robes,Poe,Common,Vaer Reef,https://dappervolk.com/img/items/0/992-57PbUi8nmw-poes-layered-robes.png,992
Poe's Tail Fins,Poe,Common,Vaer Reef,https://dappervolk.com/img/items/0/993-NQeMJFnaZS-poes-tail-fins.png,993
Poe's Ponytail,Poe,Common,Vaer Reef,https://dappervolk.com/img/items/0/995-Ba7x2uNaQI-poes-ponytail.png,995
Poe's Festival Mask,Poe,Common,Vaer Reef,https://dappervolk.com/img/items/0/996-KpFl8mBzmQ-poes-festival-mask.png,996
Poe's School Shoes,Poe,Common,Vaer Reef,https://dappervolk.com/img/items/0/997-HprdhuQyq7-poes-school-shoes.png,997
Poe's Coral Sleeve Coat,Poe,Common,Vaer Reef,https://dappervolk.com/img/items/0/998-bJkhLHxTcE-poes-coral-sleeve-coat.png,998
Poe's Silver Citizen Badge,Poe,Uncommon,Vaer Reef,https://dappervolk.com/img/items/0/999-Q2Cqdb3TkC-poes-silver-citizen-badge.png,999
Poe's Silvery Layered Robes,Poe,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1000-35eRHmNGpE-poes-silvery-layered-robes.png,1000
Poe's Silver Tail Fins,Poe,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1001-4xL6GtwAyQ-poes-silver-tail-fins.png,1001
Poe's Silver Ponytail,Poe,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1002-PiRUBasycp-poes-silver-ponytail.png,1002
Poe's Opal Festival Mask,Poe,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1003-ZRTEmf53EF-poes-opal-festival-mask.png,1003
Poe's Silver School Shoes,Poe,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1004-fhtbpbawkC-poes-silver-school-shoes.png,1004
Poe's Silver Coral Sleeve Coat,Poe,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1005-ClGa9Bcrqb-poes-silver-coral-sleeve-coat.png,1005
Poe's Cobalt Citizen Badge,Poe,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1006-IxNpQpl098-poes-cobalt-citizen-badge.png,1006
Poe's Blue Layered Robes,Poe,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1007-agbOFdtKo8-poes-blue-layered-robes.png,1007
Poe's Blue Tail Fins,Poe,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1008-IFvh1uergh-poes-blue-tail-fins.png,1008
Poe's Blue Ponytail,Poe,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1009-Mo3vjmiOGR-poes-blue-ponytail.png,1009
Poe's Cobalt Festival Mask,Poe,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1010-HPwQ9WM4Cz-poes-cobalt-festival-mask.png,1010
Poe's Cobalt School Shoes,Poe,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1011-TOpj4iuh5o-poes-cobalt-school-shoes.png,1011
Poe's Blue Coral Sleeve Coat,Poe,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1012-zGCER2Uobm-poes-blue-coral-sleeve-coat.png,1012
Wras' Pirate Boots,Wras,Common,Vaer Reef,https://dappervolk.com/img/items/1/1014-nXq9BHYHPv-wras-pirate-boots.png,1014
Wras' Golden Cane,Wras,Common,Vaer Reef,https://dappervolk.com/img/items/1/1015-P7LVQXEmrw-wras-golden-cane.png,1015
Wras' Calculation,Wras,Common,Vaer Reef,https://dappervolk.com/img/items/1/1016-EpBXyqRpeF-wras-calculation.png,1016
Wras' Spiny Fins,Wras,Common,Vaer Reef,https://dappervolk.com/img/items/1/1017-HRHZgrqYIz-wras-spiny-fins.png,1017
Wras' Colourful Hairstyle,Wras,Common,Vaer Reef,https://dappervolk.com/img/items/1/1018-jmm6KvthtY-wras-colourful-hairstyle.png,1018
Wras' Adorned Headfins,Wras,Common,Vaer Reef,https://dappervolk.com/img/items/1/1019-vCr4PmY2DZ-wras-adorned-headfins.png,1019
Wras' Buckled Jeans,Wras,Common,Vaer Reef,https://dappervolk.com/img/items/1/1020-Bttrfv8aw5-wras-buckled-jeans.png,1020
Wras' Pirate Rags,Wras,Common,Vaer Reef,https://dappervolk.com/img/items/1/1021-waU17IYtOe-wras-pirate-rags.png,1021
Wras' Belted Arm Guard,Wras,Common,Vaer Reef,https://dappervolk.com/img/items/1/1022-LSR1KAA4iu-wras-belted-arm-guard.png,1022
Wras' Teeth,Wras,Common,Vaer Reef,https://dappervolk.com/img/items/1/1023-UF6YbwabWW-wras-teeth.png,1023
Wras' Sapphire Pirate Boots,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1024-urk5PTaRzK-wras-sapphire-pirate-boots.png,1024
Wras' Sapphire Cane,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1025-roaHYbjmc8-wras-sapphire-cane.png,1025
Wras' Cold Calculation,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1026-SUOEyD8hxE-wras-cold-calculation.png,1026
Wras' Spiny Blue Fins,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1027-pwOVrlGQDD-wras-spiny-blue-fins.png,1027
Wras' Highlighted Hairstyle,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1028-zy5Y8dYl2q-wras-highlighted-hairstyle.png,1028
Wras' Silver Adorned Headfins,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1029-0D91EL1VMc-wras-silver-adorned-headfins.png,1029
Wras' Buckled Night Jeans,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1030-h69hb0OPtm-wras-buckled-night-jeans.png,1030
Wras' Blue Pirate Rags,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1031-M7SRxIFtnC-wras-blue-pirate-rags.png,1031
Wras' Belted Blue Arm Guard,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1032-l0htk79Zdn-wras-belted-blue-arm-guard.png,1032
Wras' Night Teeth,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1033-EBVb19FcJ4-wras-night-teeth.png,1033
Wras' Gold Pirate Boots,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1034-DIQQHexu8p-wras-gold-pirate-boots.png,1034
Wras' Bright Golden Cane,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1035-7iuCcm8uF4-wras-bright-golden-cane.png,1035
Wras' Piercing Calculation,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1036-1lB3HE8eFJ-wras-piercing-calculation.png,1036
Wras' Spiny Dusk Fins,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1037-QZoM3yE0Rs-wras-spiny-dusk-fins.png,1037
Wras' Colourful Golden Hairstyle,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1038-7O2pRZqWXr-wras-colourful-golden-hairstyle.png,1038
Wras' Adorned Rainbow Headfins,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1039-Vya6WtKglZ-wras-adorned-rainbow-headfins.png,1039
Wras' Buckled Brown Jeans,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1040-TmDUuwG67w-wras-buckled-brown-jeans.png,1040
Wras' Dusk Pirate Rags,Wras,Uncommon,Vaer Reef,https://dappervolk.com/img/items/1/1041-tHzzc0wQxj-wras-dusk-pirate-rags.png,1041
